radius_mean,texture_mean,smoothness_mean,concavity_mean,symmetry_mean,fractal_dimension_mean,radius_se,texture_se,smoothness_se,compactness_se,concavity_se,concave points_se,symmetry_se,fractal_dimension_se,compactness_worst,concave points_worst,symmetry_worst,fractal_dimension_worst,diagnosis
13.15,15.34,0.09384,0.09293,0.1822,0.06207,0.271,0.7927,0.008584,0.02017,0.03047,0.009536,0.02769,0.003479,0.2256,0.09722,0.3849,0.08633,1
12.25,17.94,0.08654,0.03885,0.197,0.06228,0.22,0.9823,0.005518,0.01562,0.01994,0.007924,0.01799,0.002484,0.1788,0.08211,0.3113,0.08132,1
17.68,20.74,0.1115,0.1855,0.1971,0.06166,0.8113,1.4,0.009037,0.04954,0.05206,0.01841,0.01778,0.004968,0.3498,0.1515,0.2463,0.07738,0
16.84,19.46,0.07445,0.0515,0.1844,0.05268,0.4789,2.06,0.003443,0.02661,0.03056,0.0111,0.0152,0.001519,0.171,0.08436,0.2527,0.05972,1
12.06,12.74,0.09311,0.01972,0.159,0.05907,0.1822,0.7285,0.005528,0.009789,0.008342,0.006273,0.01465,0.00253,0.1232,0.07025,0.2514,0.07898,1
10.9,12.96,0.07515,0.00309,0.1442,0.05743,0.2818,0.7614,0.006142,0.006134,0.001835,0.003576,0.01637,0.002665,0.08294,0.03953,0.2738,0.07685,1
11.75,20.18,0.1089,0.06843,0.1993,0.06453,0.5018,1.693,0.009433,0.02405,0.04167,0.01152,0.03397,0.005061,0.1892,0.07909,0.3168,0.07987,1
19.19,15.94,0.08694,0.1193,0.1741,0.05176,1.0,0.6336,0.009406,0.03055,0.04344,0.02794,0.03156,0.003362,0.2016,0.1777,0.2443,0.06251,0
19.59,18.15,0.112,0.2508,0.2027,0.06082,0.7364,1.048,0.004057,0.02277,0.04029,0.01303,0.01686,0.003318,0.3846,0.2247,0.3643,0.09223,0
12.34,22.22,0.1012,0.0537,0.1551,0.06761,0.2949,1.656,0.01134,0.03175,0.03125,0.01135,0.01879,0.005348,0.2338,0.08194,0.2268,0.09082,1
23.27,22.04,0.08439,0.1324,0.1801,0.05553,0.6642,0.8561,0.00491,0.02544,0.02822,0.01623,0.01956,0.00374,0.3583,0.2346,0.3589,0.09187,0
14.97,19.76,0.08421,0.01947,0.1515,0.05266,0.184,1.065,0.003634,0.007983,0.008268,0.006432,0.01924,0.00152,0.09995,0.05754,0.2646,0.06085,1
10.8,9.71,0.09594,0.02531,0.1381,0.064,0.1728,0.4064,0.007809,0.009816,0.01099,0.005344,0.01254,0.00212,0.1257,0.04603,0.209,0.07699,1
16.78,18.8,0.08865,0.08422,0.1893,0.05534,0.599,1.391,0.006123,0.0247,0.02626,0.01604,0.02091,0.003493,0.2119,0.1474,0.281,0.07228,0
17.47,24.68,0.1049,0.2159,0.1538,0.06365,1.088,1.41,0.006174,0.03634,0.04644,0.01569,0.01145,0.00512,0.383,0.1721,0.216,0.093,0
14.97,16.95,0.09855,0.02602,0.178,0.0565,0.2713,1.217,0.00508,0.0137,0.007276,0.009073,0.0135,0.001706,0.1637,0.08485,0.2404,0.06428,1
12.32,12.39,0.1028,0.03987,0.1959,0.05955,0.236,0.6656,0.008045,0.0118,0.01683,0.01241,0.01924,0.002248,0.1266,0.09391,0.2827,0.06771,1
13.43,19.63,0.09048,0.05858,0.1598,0.05671,0.4697,1.147,0.006003,0.01063,0.02151,0.009443,0.0152,0.001868,0.1546,0.116,0.2884,0.07371,0
15.46,11.89,0.1257,0.2032,0.1966,0.07069,0.4209,0.6583,0.005393,0.02321,0.04303,0.0132,0.01792,0.004168,0.3583,0.1827,0.3216,0.101,0
11.08,14.71,0.1006,0.02363,0.1566,0.06669,0.2073,1.805,0.01496,0.02121,0.01453,0.01583,0.03082,0.004785,0.0824,0.04306,0.1902,0.07313,1
10.66,15.15,0.08792,0.0,0.1928,0.05975,0.3309,1.925,0.008713,0.01017,0.0,0.0,0.03265,0.001002,0.06791,0.0,0.271,0.06164,1
8.671,14.45,0.09138,0.0,0.1722,0.06724,0.2204,0.7873,0.009172,0.008007,0.0,0.0,0.02711,0.003399,0.07057,0.0,0.2592,0.07848,1
9.904,18.06,0.09699,0.1307,0.1669,0.08116,0.4311,2.261,0.01286,0.08808,0.1197,0.0246,0.0388,0.01792,0.295,0.0991,0.2614,0.1162,1
16.46,20.11,0.09831,0.1793,0.1794,0.06323,0.3037,1.284,0.006627,0.04094,0.05371,0.01813,0.01682,0.004584,0.4667,0.2035,0.3054,0.09519,0
13.01,22.22,0.06251,0.001595,0.1395,0.05234,0.1731,1.142,0.003418,0.002252,0.001595,0.001852,0.01613,0.0009683,0.03432,0.009259,0.2295,0.05843,1
12.81,13.06,0.08739,0.009193,0.1466,0.06133,0.2889,0.9899,0.008534,0.006364,0.00618,0.007408,0.01065,0.003351,0.05445,0.0399,0.1783,0.07319,1
27.22,21.87,0.1094,0.2871,0.18,0.0577,0.8361,1.481,0.004631,0.02537,0.03109,0.01241,0.01575,0.002747,0.4034,0.2688,0.2856,0.08082,0
21.09,26.57,0.1141,0.2487,0.2395,0.07398,0.6298,0.7629,0.004253,0.04759,0.03872,0.01567,0.01798,0.005295,0.7584,0.2903,0.4098,0.1284,0
15.7,20.31,0.09597,0.06593,0.1618,0.05549,0.3699,1.15,0.004626,0.02263,0.01954,0.009767,0.01547,0.00243,0.3547,0.1541,0.3437,0.08631,0
11.41,14.92,0.09059,0.06181,0.1167,0.06217,0.3344,1.108,0.007356,0.03728,0.05915,0.01712,0.02165,0.004784,0.161,0.06296,0.1811,0.07427,1
15.28,22.41,0.09057,0.05375,0.1727,0.06317,0.2054,0.4956,0.00329,0.01395,0.01774,0.006009,0.01172,0.002575,0.3299,0.1226,0.3175,0.09772,0
10.08,15.11,0.09267,0.001597,0.1703,0.06048,0.4245,1.268,0.01439,0.012,0.001597,0.002404,0.02538,0.00347,0.1019,0.01042,0.2933,0.07697,1
18.31,18.58,0.08588,0.08169,0.1621,0.05425,0.2577,0.4757,0.002866,0.009181,0.01412,0.006719,0.01069,0.001087,0.2445,0.1571,0.3206,0.06938,0
11.71,17.19,0.09774,0.03809,0.1516,0.06095,0.2451,0.7655,0.006905,0.008704,0.01978,0.01185,0.01897,0.001671,0.104,0.1099,0.2572,0.07097,1
11.81,17.39,0.1007,0.02353,0.1718,0.0578,0.1859,1.926,0.007831,0.008776,0.01556,0.00624,0.03139,0.001988,0.1,0.04306,0.32,0.06576,1
12.3,15.9,0.0808,0.03844,0.1667,0.05474,0.2382,0.8355,0.005996,0.02212,0.02117,0.006433,0.02025,0.001725,0.165,0.04815,0.2482,0.06306,1
14.22,23.12,0.1075,0.1981,0.2384,0.07542,0.286,2.11,0.00797,0.1354,0.1166,0.01666,0.05113,0.01172,0.9327,0.1772,0.5166,0.1446,0
12.77,21.41,0.08749,0.03112,0.1694,0.06287,0.7311,1.748,0.004571,0.0179,0.02176,0.01757,0.03373,0.005875,0.08978,0.04773,0.2179,0.06871,1
9.72,18.22,0.0695,0.0,0.1653,0.06447,0.3539,4.885,0.001713,0.006736,0.0,0.0,0.03799,0.001688,0.02729,0.0,0.1909,0.06559,1
12.34,26.86,0.1034,0.1085,0.1943,0.06937,0.4053,1.809,0.009098,0.03845,0.03763,0.01321,0.01878,0.005672,0.4706,0.1459,0.3215,0.1205,0
14.86,23.21,0.1044,0.1697,0.1737,0.06672,0.2796,0.9622,0.008081,0.05122,0.05551,0.01883,0.02545,0.004312,0.4648,0.1727,0.3,0.08701,0
12.91,16.33,0.07941,0.03873,0.1829,0.05667,0.1942,0.9086,0.005298,0.01587,0.02321,0.00842,0.01853,0.002152,0.1506,0.08235,0.3024,0.06949,1
13.77,22.29,0.12,0.1385,0.1834,0.06877,0.6191,2.112,0.0138,0.03348,0.04665,0.0206,0.02689,0.004306,0.3122,0.1673,0.308,0.09333,0
18.08,21.84,0.07371,0.1103,0.177,0.0534,0.6362,1.305,0.00553,0.05296,0.0611,0.01444,0.0214,0.005036,0.1963,0.09181,0.2369,0.06558,0
19.18,22.49,0.08523,0.1114,0.1767,0.05529,0.4357,1.073,0.005524,0.03698,0.02706,0.01221,0.01415,0.003397,0.5601,0.1708,0.3193,0.09221,0
14.45,20.22,0.09872,0.118,0.195,0.06466,0.2092,0.6509,0.004044,0.01597,0.02,0.007303,0.01522,0.001976,0.4056,0.1838,0.4753,0.1013,0
12.23,19.56,0.09586,0.04187,0.1979,0.06013,0.3534,1.326,0.007514,0.01779,0.01401,0.0114,0.01503,0.003338,0.2042,0.108,0.2668,0.08174,1
17.54,19.32,0.08968,0.1036,0.1506,0.05491,0.3971,0.8282,0.00609,0.02569,0.02713,0.01345,0.01594,0.002658,0.342,0.1939,0.2928,0.07867,0
23.29,26.67,0.1141,0.3523,0.22,0.06229,0.5539,1.56,0.009327,0.05121,0.08958,0.02465,0.02175,0.005195,0.4167,0.2733,0.3198,0.08762,0
13.81,23.75,0.1323,0.1558,0.2251,0.07421,0.5648,1.93,0.008824,0.03108,0.03112,0.01291,0.01998,0.004506,0.5209,0.2013,0.4432,0.1086,0
12.47,18.6,0.09965,0.08005,0.1925,0.06373,0.3961,1.044,0.006953,0.01911,0.02701,0.01037,0.01782,0.003586,0.2378,0.1015,0.3014,0.0875,1
15.12,16.68,0.08876,0.0755,0.1594,0.05986,0.2711,0.3621,0.005472,0.01919,0.02039,0.00826,0.01523,0.002881,0.3331,0.1252,0.3415,0.0974,0
9.876,17.27,0.1089,0.01756,0.1934,0.06285,0.2137,1.342,0.009719,0.01249,0.007975,0.007527,0.0221,0.002472,0.1247,0.05588,0.2989,0.0738,1
17.01,20.26,0.08772,0.0695,0.2026,0.05223,0.5858,0.8554,0.005038,0.01503,0.01946,0.01123,0.02294,0.002581,0.1486,0.1096,0.3275,0.06469,0
13.11,22.54,0.1002,0.08705,0.185,0.0731,0.1931,0.9223,0.005251,0.03041,0.02526,0.008304,0.02514,0.004198,0.4402,0.1126,0.4128,0.1076,1
15.27,12.91,0.08182,0.05892,0.1359,0.05526,0.2134,0.3628,0.004291,0.01236,0.01841,0.007373,0.009539,0.001656,0.2186,0.1035,0.232,0.07474,1
20.58,22.14,0.0909,0.164,0.1765,0.05024,0.8601,1.48,0.008124,0.03611,0.05489,0.02765,0.03176,0.002365,0.292,0.192,0.2909,0.05865,0
11.84,18.94,0.08871,0.02669,0.1533,0.06057,0.2222,0.8652,0.005517,0.01727,0.02045,0.006747,0.01616,0.002922,0.188,0.06913,0.2535,0.07993,1
28.11,18.47,0.1142,0.3201,0.1648,0.05525,2.873,1.476,0.01345,0.02772,0.06389,0.01407,0.04783,0.004476,0.1516,0.1595,0.1648,0.05525,0
17.42,25.56,0.1006,0.1682,0.1308,0.05866,0.5296,1.667,0.03113,0.08555,0.1438,0.03927,0.02175,0.01256,0.1793,0.1099,0.1603,0.06818,0
14.19,23.81,0.09463,0.1115,0.2235,0.06433,0.4207,1.845,0.01088,0.0371,0.03688,0.01627,0.04499,0.004768,0.4059,0.1772,0.4724,0.1026,0
13.86,16.93,0.1026,0.09901,0.2106,0.06916,0.2563,1.194,0.00596,0.03438,0.03909,0.01435,0.01939,0.00456,0.437,0.1654,0.363,0.1059,0
11.89,18.35,0.09363,0.06636,0.1967,0.06314,0.2963,1.563,0.008872,0.04192,0.05946,0.01785,0.02793,0.004775,0.3046,0.1138,0.3397,0.08365,1
10.2,17.48,0.08054,0.05774,0.1964,0.06315,0.3567,1.922,0.00468,0.0312,0.05774,0.01071,0.0256,0.004613,0.1397,0.03571,0.2868,0.07809,1
19.8,21.56,0.09383,0.1272,0.2094,0.05581,0.9553,1.186,0.006804,0.03169,0.03446,0.01712,0.01897,0.004045,0.3235,0.182,0.307,0.08255,0
19.53,32.47,0.0842,0.1145,0.1428,0.05313,0.7392,1.321,0.005539,0.02644,0.02664,0.01078,0.01332,0.002256,0.4097,0.1625,0.2713,0.07568,0
13.65,13.16,0.09646,0.03888,0.136,0.06344,0.2102,0.4336,0.004133,0.01695,0.01652,0.006659,0.01371,0.002735,0.2474,0.08056,0.238,0.08718,1
13.56,13.9,0.1051,0.0786,0.1962,0.06303,0.2569,0.4981,0.005851,0.02314,0.02544,0.00836,0.01842,0.002918,0.2698,0.0909,0.3065,0.08177,1
10.18,17.53,0.1061,0.01768,0.191,0.06908,0.2467,1.217,0.007899,0.014,0.008534,0.007624,0.02637,0.003761,0.144,0.05575,0.3055,0.08797,1
15.75,20.25,0.1025,0.1147,0.1935,0.06303,0.3473,0.9209,0.004766,0.02374,0.02384,0.008637,0.01772,0.003131,0.448,0.1479,0.3993,0.1064,0
13.27,17.02,0.08445,0.03554,0.1496,0.05674,0.2927,0.8907,0.006032,0.01104,0.02259,0.009057,0.01482,0.002496,0.1311,0.09678,0.2506,0.07623,1
14.34,13.47,0.09906,0.05724,0.2075,0.05448,0.522,0.8121,0.007089,0.01428,0.0236,0.01286,0.02266,0.001463,0.1525,0.1087,0.3062,0.06072,1
10.44,15.46,0.1053,0.006643,0.1788,0.0645,0.1913,0.9027,0.006513,0.008061,0.002817,0.004972,0.01502,0.002821,0.1153,0.04464,0.2615,0.08269,1
15.0,15.51,0.08371,0.06505,0.1881,0.05907,0.2318,0.4966,0.004119,0.03207,0.03644,0.01155,0.01391,0.003204,0.3627,0.1379,0.2954,0.08362,1
12.62,23.97,0.07903,0.05438,0.1514,0.06019,0.2449,1.066,0.005169,0.02294,0.03016,0.008691,0.01365,0.003407,0.3454,0.118,0.2826,0.09585,1
12.83,22.33,0.1088,0.1695,0.2123,0.07254,0.3061,1.069,0.006983,0.03858,0.04683,0.01499,0.0168,0.005617,0.5343,0.1977,0.3407,0.1243,0
17.05,19.08,0.1141,0.191,0.2131,0.06325,0.2959,0.679,0.005532,0.02008,0.03055,0.01384,0.01177,0.002336,0.3934,0.2543,0.3109,0.09061,0
11.32,27.08,0.06883,0.01633,0.1869,0.05628,0.121,0.8927,0.003653,0.01647,0.01633,0.003125,0.01537,0.002052,0.1432,0.02083,0.2849,0.07087,1
11.22,33.81,0.0778,0.004967,0.1845,0.05828,0.2239,1.647,0.004359,0.006813,0.003223,0.003419,0.01916,0.002534,0.06885,0.03002,0.2911,0.07307,1
20.51,27.81,0.09159,0.1554,0.1448,0.05592,0.524,1.189,0.00502,0.02062,0.03457,0.01091,0.01298,0.002887,0.2761,0.1563,0.2437,0.08328,0
9.567,15.91,0.08464,0.01652,0.1551,0.06403,0.2152,0.8301,0.01164,0.0104,0.01186,0.009623,0.02383,0.00354,0.09515,0.07222,0.2757,0.08178,1
14.03,21.25,0.0907,0.01462,0.1517,0.05835,0.2589,1.503,0.007389,0.01383,0.007302,0.01004,0.01263,0.002925,0.1513,0.07963,0.2226,0.07617,1
23.21,26.97,0.09509,0.195,0.1909,0.06309,1.058,0.9635,0.006428,0.02863,0.04497,0.01716,0.0159,0.003053,0.4126,0.2593,0.3103,0.08677,0
20.48,21.46,0.08355,0.09042,0.1467,0.05177,0.6874,1.041,0.007959,0.03133,0.04257,0.01671,0.01341,0.003933,0.2311,0.1445,0.2238,0.07127,0
14.22,27.85,0.08223,0.1103,0.1342,0.06129,0.3354,2.324,0.006307,0.02845,0.0385,0.01011,0.01185,0.003589,0.2426,0.08219,0.189,0.07796,1
17.46,39.28,0.09812,0.1417,0.1809,0.05966,0.5366,0.8561,0.00486,0.02785,0.02602,0.01374,0.01226,0.002759,0.3735,0.2066,0.2853,0.08496,0
13.64,15.6,0.09423,0.04705,0.1717,0.0566,0.3242,0.6612,0.00647,0.01248,0.0181,0.01103,0.01898,0.001794,0.1291,0.09222,0.253,0.0651,1
12.42,15.04,0.07926,0.01053,0.1546,0.05754,0.1153,0.6745,0.003265,0.00493,0.006493,0.003762,0.0172,0.00136,0.07776,0.04052,0.2901,0.06783,1
11.3,18.19,0.09592,0.1548,0.2054,0.07669,0.2428,1.642,0.006663,0.05914,0.0888,0.01314,0.01995,0.008675,0.4848,0.1218,0.3308,0.1297,1
13.75,23.77,0.08043,0.04697,0.1773,0.05429,0.4347,1.057,0.004351,0.02667,0.03371,0.01007,0.02598,0.003087,0.1442,0.06106,0.2663,0.06321,1
19.4,23.5,0.1027,0.2049,0.1978,0.06,0.5243,1.802,0.01061,0.03252,0.03915,0.01559,0.02186,0.003949,0.2968,0.1564,0.292,0.07614,0
10.48,19.86,0.107,0.04831,0.1737,0.0644,0.3719,2.612,0.01604,0.01386,0.01865,0.01133,0.03476,0.00356,0.1026,0.06736,0.2883,0.07748,1
13.2,17.43,0.07215,0.04336,0.1487,0.05635,0.163,1.601,0.006261,0.01569,0.03079,0.005383,0.01962,0.00225,0.1508,0.0497,0.2767,0.07198,1
12.89,14.11,0.0876,0.1374,0.1596,0.06409,0.2025,0.4402,0.005501,0.05592,0.08158,0.0137,0.01266,0.007555,0.5849,0.1561,0.2639,0.1178,1
10.65,25.22,0.09657,0.02379,0.1897,0.06329,0.2497,1.493,0.007189,0.01035,0.01081,0.006245,0.02158,0.002619,0.1398,0.06136,0.3409,0.08147,1
11.52,14.93,0.1013,0.04328,0.1883,0.06168,0.2562,1.038,0.006662,0.01228,0.02105,0.01006,0.01677,0.002784,0.1582,0.09608,0.2664,0.07809,1
20.94,23.56,0.1007,0.2712,0.2205,0.05898,1.004,0.8208,0.005283,0.03908,0.09518,0.01864,0.02401,0.005002,0.3172,0.2105,0.3126,0.07849,0
11.5,18.45,0.09345,0.02638,0.1834,0.05934,0.3927,0.8429,0.00638,0.01065,0.01245,0.009175,0.02292,0.001461,0.1049,0.06544,0.274,0.06487,1
19.73,19.82,0.1062,0.2417,0.1733,0.06697,0.7661,0.78,0.008482,0.05057,0.068,0.01971,0.01467,0.007259,0.5955,0.2507,0.2749,0.1297,0
17.3,17.08,0.1008,0.1266,0.1813,0.05613,0.3093,0.8568,0.004757,0.01503,0.02332,0.01262,0.01394,0.002362,0.2405,0.1857,0.3138,0.08113,0
19.45,19.33,0.1035,0.1379,0.1776,0.05647,0.5959,0.6342,0.004649,0.018,0.02749,0.01267,0.01365,0.00255,0.3161,0.1999,0.3379,0.0895,0
13.96,17.05,0.1096,0.09789,0.1908,0.0613,0.425,0.8098,0.006351,0.02679,0.03119,0.01342,0.02062,0.002695,0.3262,0.1374,0.3068,0.07957,0
19.55,28.77,0.0926,0.1784,0.1893,0.06232,0.8426,1.199,0.006356,0.04765,0.03863,0.01519,0.01936,0.005252,0.5329,0.1941,0.2818,0.1005,0
15.32,17.27,0.1335,0.2448,0.2398,0.07596,0.6592,1.059,0.01015,0.04588,0.04983,0.02127,0.01884,0.00866,0.4503,0.2229,0.3258,0.1191,0
15.66,23.2,0.1109,0.3176,0.2495,0.08104,1.292,2.454,0.01236,0.05995,0.08232,0.03024,0.02337,0.006042,0.5172,0.2462,0.3277,0.1019,0
15.53,33.56,0.1063,0.1751,0.2091,0.0665,0.2419,1.278,0.005345,0.02556,0.02889,0.01022,0.009947,0.003359,0.5564,0.2014,0.3512,0.1204,0
20.31,27.06,0.1,0.1519,0.1814,0.05572,0.3977,1.033,0.005043,0.01578,0.02117,0.008185,0.01282,0.001892,0.2945,0.1697,0.3151,0.07999,0
17.35,23.06,0.08662,0.02891,0.1564,0.05307,0.4007,1.317,0.005726,0.01106,0.01246,0.007671,0.01411,0.001578,0.1486,0.08235,0.2452,0.06515,0
17.29,22.13,0.08999,0.09697,0.2108,0.05464,0.8348,1.633,0.006717,0.05981,0.04638,0.02149,0.02747,0.005838,0.2867,0.1528,0.3067,0.07484,0
15.61,19.38,0.0784,0.04209,0.1547,0.05443,0.2298,0.9988,0.002826,0.009105,0.01311,0.005174,0.01013,0.001345,0.1807,0.08568,0.2683,0.06829,0
17.19,22.07,0.09726,0.09061,0.1867,0.0558,0.4203,0.7383,0.004493,0.01206,0.02048,0.009875,0.01144,0.001575,0.2567,0.1984,0.3216,0.0757,0
20.73,31.12,0.09469,0.1367,0.1769,0.05674,1.172,1.617,0.004551,0.01478,0.02143,0.00928,0.01367,0.002299,0.2644,0.1659,0.2868,0.08218,0
10.6,18.95,0.09688,0.06387,0.1922,0.06491,0.4505,1.197,0.00747,0.03581,0.03354,0.01365,0.03504,0.003318,0.2515,0.07926,0.294,0.07587,1
13.59,21.84,0.07956,0.04072,0.1635,0.05859,0.338,1.916,0.005436,0.02406,0.03099,0.009919,0.0203,0.003009,0.173,0.06189,0.2446,0.07024,1
12.87,16.21,0.09425,0.039,0.201,0.05769,0.2345,1.219,0.005518,0.02178,0.02589,0.00633,0.02593,0.002157,0.1808,0.0578,0.3604,0.07062,1
10.71,20.39,0.1082,0.08448,0.1668,0.06862,0.3198,1.489,0.008902,0.04785,0.07339,0.01745,0.02728,0.00761,0.255,0.086,0.2605,0.08701,1
14.29,16.82,0.06429,0.00725,0.1508,0.05376,0.1302,0.7198,0.003492,0.00371,0.004826,0.003608,0.01536,0.001381,0.05036,0.03333,0.2458,0.0612,1
11.29,13.04,0.09834,0.03265,0.1769,0.0627,0.1904,0.5293,0.006472,0.01122,0.01282,0.008849,0.01692,0.002817,0.1507,0.0875,0.2733,0.08022,1
21.75,20.99,0.09401,0.2195,0.1721,0.06194,1.167,1.352,0.005687,0.0496,0.06329,0.01561,0.01924,0.004614,0.4725,0.1841,0.2833,0.08858,0
9.742,15.67,0.09037,0.01103,0.2081,0.06312,0.2684,1.409,0.0138,0.01067,0.008347,0.009472,0.01798,0.004261,0.0937,0.05159,0.2841,0.08175,1
17.93,24.48,0.08855,0.05699,0.1538,0.0551,0.4212,1.433,0.005444,0.01169,0.01622,0.008522,0.01419,0.002751,0.1806,0.1136,0.2504,0.07948,0
11.89,17.36,0.1225,0.05929,0.2015,0.05875,0.6412,2.293,0.01418,0.01489,0.01267,0.0191,0.02678,0.003002,0.08368,0.08946,0.222,0.06033,1
11.33,14.16,0.09379,0.001487,0.1954,0.05821,0.2375,1.28,0.008426,0.008998,0.001487,0.003333,0.02358,0.001627,0.07348,0.01111,0.2758,0.06386,1
18.81,19.98,0.08923,0.0802,0.155,0.04996,0.3283,0.828,0.007571,0.01114,0.02623,0.01463,0.0193,0.001676,0.116,0.1294,0.2567,0.05737,0
13.59,17.84,0.07948,0.01997,0.1573,0.0552,0.258,1.166,0.003741,0.005274,0.01065,0.005044,0.01344,0.001126,0.07622,0.05185,0.2335,0.06263,1
13.85,15.18,0.09516,0.04479,0.211,0.05853,0.2479,0.9195,0.004235,0.01541,0.01457,0.01043,0.01528,0.001593,0.1724,0.09993,0.2955,0.06912,1
19.16,26.6,0.102,0.1921,0.1902,0.0622,0.6361,1.001,0.007392,0.02449,0.03988,0.01293,0.01435,0.003446,0.3841,0.1872,0.3258,0.0972,0
11.74,14.02,0.07813,0.02245,0.2101,0.06113,0.5619,1.268,0.008034,0.01442,0.01514,0.01846,0.02921,0.002005,0.085,0.0829,0.3101,0.06688,1
19.4,18.18,0.1037,0.1626,0.1893,0.05892,0.4709,0.9951,0.005654,0.02199,0.03059,0.01499,0.01623,0.001965,0.3749,0.2252,0.359,0.07787,0
16.24,18.77,0.1066,0.1948,0.1876,0.06684,0.2873,0.9173,0.004563,0.03481,0.03872,0.01209,0.01388,0.004081,0.4706,0.1732,0.277,0.1063,0
12.89,15.7,0.07818,0.1115,0.1432,0.05935,0.2913,1.389,0.006418,0.03961,0.07927,0.01774,0.01878,0.003696,0.2317,0.1017,0.1999,0.07127,1
12.58,18.4,0.08393,0.00186,0.1697,0.05855,0.2719,1.35,0.006383,0.008008,0.00186,0.002924,0.02571,0.002015,0.06624,0.008772,0.2505,0.06431,1
11.94,20.76,0.08605,0.06574,0.1588,0.06766,0.2742,1.39,0.006719,0.05156,0.04387,0.01633,0.01872,0.008015,0.2813,0.1155,0.2465,0.09981,1
12.89,13.12,0.06955,0.0226,0.1337,0.05581,0.1532,0.469,0.004731,0.01345,0.01652,0.005905,0.01619,0.002081,0.1147,0.05366,0.2309,0.06915,1
11.26,19.96,0.0802,0.09274,0.2595,0.06233,0.4866,1.905,0.01574,0.08262,0.08099,0.03487,0.03418,0.006517,0.1843,0.09314,0.2955,0.07009,1
11.37,18.89,0.08713,0.02399,0.2013,0.05955,0.2656,1.974,0.006538,0.01395,0.01376,0.009924,0.03416,0.002928,0.09708,0.06203,0.3267,0.06994,1
14.41,19.73,0.08757,0.1362,0.1714,0.07192,0.8811,1.77,0.007762,0.1064,0.0996,0.02771,0.04077,0.02286,0.2472,0.1021,0.2272,0.08799,1
14.96,19.1,0.08992,0.0594,0.1879,0.05852,0.2877,0.948,0.005332,0.02115,0.01536,0.01187,0.01522,0.002815,0.303,0.1489,0.2962,0.08472,1
12.95,16.02,0.1005,0.06155,0.173,0.0647,0.2094,0.7636,0.008725,0.02003,0.02335,0.01132,0.02625,0.004726,0.2068,0.1056,0.338,0.09584,1
11.85,17.46,0.08372,0.02688,0.1875,0.05715,0.207,1.238,0.007595,0.015,0.01412,0.008578,0.01792,0.001784,0.1758,0.0914,0.3101,0.07007,1
12.72,13.78,0.09667,0.01288,0.1638,0.061,0.1807,0.6931,0.006064,0.0118,0.006564,0.007978,0.01374,0.001392,0.1472,0.06343,0.2369,0.06922,1
13.77,13.27,0.09198,0.01063,0.1592,0.05912,0.2191,0.6946,0.004348,0.008153,0.004272,0.006829,0.02154,0.001802,0.1072,0.05802,0.2823,0.06794,1
10.91,12.35,0.08518,0.01236,0.1449,0.06031,0.1753,1.027,0.003478,0.01221,0.01072,0.009393,0.02941,0.003428,0.07506,0.03194,0.2143,0.06643,1
11.76,18.14,0.09968,0.02685,0.1619,0.06287,0.645,2.105,0.005596,0.01005,0.01272,0.01432,0.01575,0.002758,0.07974,0.0716,0.1978,0.06915,0
14.26,18.17,0.06576,0.02475,0.1635,0.05586,0.23,0.669,0.003169,0.01377,0.01079,0.005243,0.01103,0.001957,0.2167,0.0753,0.2636,0.07676,1
10.51,23.09,0.1015,0.02495,0.1695,0.06556,0.2868,1.143,0.01017,0.01443,0.01861,0.0125,0.03464,0.001971,0.08614,0.03125,0.2227,0.06777,1
19.53,18.9,0.115,0.2197,0.1792,0.06552,1.111,1.161,0.006056,0.03203,0.05638,0.01733,0.01884,0.004787,0.4116,0.198,0.2968,0.09929,0
12.46,19.89,0.08451,0.0683,0.1781,0.06249,0.3642,1.04,0.00653,0.03369,0.04712,0.01403,0.0274,0.004651,0.2158,0.07625,0.2685,0.07764,1
20.09,23.86,0.108,0.2283,0.2249,0.07469,1.072,1.743,0.007964,0.04732,0.07649,0.01936,0.02736,0.005928,0.3391,0.1923,0.3294,0.09469,0
10.49,18.61,0.1068,0.02297,0.1482,0.066,0.1485,1.563,0.008875,0.009362,0.01808,0.009199,0.01791,0.003317,0.1044,0.06528,0.2213,0.07842,1
11.46,18.16,0.08853,0.03344,0.1411,0.06243,0.3278,1.059,0.006652,0.02652,0.02221,0.007807,0.01894,0.003411,0.1789,0.05509,0.2208,0.07638,1
11.6,24.49,0.07474,0.01974,0.1935,0.05878,0.2512,1.786,0.006122,0.02337,0.01596,0.006998,0.03194,0.002211,0.1361,0.04815,0.3244,0.06745,1
13.2,15.82,0.08511,0.001461,0.1632,0.05894,0.1903,0.5735,0.003632,0.007861,0.001128,0.002386,0.01344,0.002585,0.1346,0.025,0.2651,0.08385,1
9.0,14.4,0.07005,0.003681,0.1788,0.06833,0.1746,1.305,0.007389,0.004883,0.003681,0.003472,0.02701,0.002153,0.05232,0.01389,0.2991,0.07804,1
13.5,12.71,0.07376,0.002758,0.1365,0.05335,0.2244,0.6864,0.003338,0.003746,0.00203,0.003242,0.0148,0.001566,0.05836,0.0221,0.2267,0.06192,1
13.05,13.84,0.08352,0.004559,0.1453,0.05518,0.3975,0.8285,0.004148,0.004711,0.002831,0.004821,0.01422,0.002273,0.05847,0.03532,0.2107,0.0658,1
